고객번호
(고객번호, 등급번호, 아이디, 비밀번호, 이름, 주소, 전화번호, SMS수신여부, 이메일, 이메일수신여부)
*** 등급번호는 총금액에 따라 나중에 수정
insert into tblMember values( 1, 1,' sineob7', 'CkwPPWmoME%', '주유아', '부산광역시 사상구 동대문로10 401-213', '010-7828-7036', 'Y', 'sineob7@naver.com', 'N' );
insert into tblMember values( 2, 1,' oepan', 'iIuhZmLsHU20*', '김수기', '경기도 남양주시 아리로26 204-504', '010-4328-9360', 'Y', 'oepan@hanmail.net', 'N' );
insert into tblMember values( 3, 1,' aekcyfm', 'gJOQJqXlyiZ38&', '서유진', '서울특별시 도봉구 가리봉로54 104-214', '010-5758-6493', 'N', 'aekcyfm@gmail.com', 'N' );
insert into tblMember values( 4, 1,' wolbt', 'leYbnoiowK!', '이아설', '인천광역시 계양구 디지털로10 503-302', '010-3197-5161', 'N', 'wolbt@naver.com', 'Y' );
insert into tblMember values( 5, 1,' bynja2', 'NmBtpuqFK#', '박혜미', '서울특별시 노원구 구리단로21 401-504', '010-6778-6698', 'Y', 'bynja2@naver.com', 'Y' );
insert into tblMember values( 6, 1,' kgdlx', 'GqApiiimXKw&', '서희설', '서울특별시 용산구 디지털로61 401-114', '010-2947-5761', 'Y', 'kgdlx@naver.com', 'N' );
insert into tblMember values( 7, 1,' imgcwet3', 'raUsZxztPE^', '박유기', '부산광역시 사상구 가리봉로78 204-101', '010-4460-5157', 'N', 'imgcwet3@naver.com', 'Y' );
insert into tblMember values( 8, 1,' wscqrky', 'fowAOCEdp', '서유설', '제주특별자치도 서귀포시 윤달로74 501-203', '010-9783-4019', 'N', 'wscqrky@hanmail.net', 'Y' );
insert into tblMember values( 9, 1,' ckfbkkr7', 'iaUyIlJHJ37~', '서가아', '서울특별시 도봉구 주선대로68 501-101', '010-5731-6413', 'N', 'ckfbkkr7@naver.com', 'N' );
insert into tblMember values( 10, 1,' enflkh', 'eMJePZjXl~', '최희설', '경기도 남양주시 대명로35 403-612', '010-7347-9784', 'N', 'enflkh@gmail.com', 'Y' );
insert into tblMember values( 11, 1,' bemgnt', 'DxyrgfAZg97@', '최세아', '경기도 남양주시 대학로11 504-303', '010-4238-3049', 'Y', 'bemgnt@naver.com', 'N' );
insert into tblMember values( 12, 1,' gctnpbs', 'TzkWouAgoW$', '주세연', '부산광역시 사상구 아리로80 301-203', '010-7223-5994', 'Y', 'gctnpbs@naver.com', 'Y' );
insert into tblMember values( 13, 1,' znyamzc6', 'UgLxWiptxeA%', '안슬빈', '제주특별자치도 제주시 디지털로45 601-103', '010-4259-2410', 'N', 'znyamzc6@gmail.com', 'N' );
insert into tblMember values( 14, 1,' frzaxgg5', 'SKYBbZZng#', '최희진', '부산광역시 해운대구 가리봉로60 602-114', '010-9072-6189', 'N', 'frzaxgg5@naver.com', 'Y' );
insert into tblMember values( 15, 1,' xektejed', 'GsGXufTdCON1^', '주가인', '경기도 시흥시 연꽃로75 503-103', '010-8491-4046', 'N', 'xektejed@naver.com', 'Y' );
insert into tblMember values( 16, 1,' aainu', 'dzzxennkf&', '박유현', '서울특별시 강남구 윤달로52 603-403', '010-4999-7317', 'Y', 'aainu@naver.com', 'Y' );
insert into tblMember values( 17, 1,' pjlpenx4', 'tREIkiFAHOq#', '주유빈', '경기도 오산시 서문로16 101-614', '010-1402-2128', 'N', 'pjlpenx4@naver.com', 'N' );
insert into tblMember values( 18, 1,' urzym', 'jRDiUXwGNM#', '박정연', '부산광역시 해운대구 이차산로71 103-202', '010-7230-3143', 'N', 'urzym@gmail.com', 'N' );
insert into tblMember values( 19, 1,' lntgxj', 'lQcfOwUjaSH%', '주가기', '부산광역시 사상구 연꽃로54 503-213', '010-2877-2700', 'Y', 'lntgxj@naver.com', 'N' );
insert into tblMember values( 20, 1,' luaxsusi', 'yNSIHGMnaF', '안민지', '인천광역시 중구 아리로61 402-103', '010-5088-9047', 'Y', 'luaxsusi@hanmail.net', 'N' );
insert into tblMember values( 21, 1,' qifsd2', 'irsOBkluK88*', '주주진', '인천광역시 계양구 서문로63 601-102', '010-9537-3523', 'N', 'qifsd2@naver.com', 'Y' );
insert into tblMember values( 22, 1,' arzrhex', 'iMzGdCAPezy65&', '서세미', '대전광역시 유성구 주선대로59 103-204', '010-4353-5312', 'Y', 'arzrhex@naver.com', 'N' );
insert into tblMember values( 23, 1,' ckfaaa', 'uUYzWUKQUM@', '이가영', '대전광역시 서구 아리로31 204-514', '010-7309-9900', 'N', 'ckfaaa@naver.com', 'Y' );
insert into tblMember values( 24, 1,' nxwhs', 'aidEmPfPC%', '한가기', '인천광역시 미추홀구 대학로51 302-514', '010-9739-4071', 'Y', 'nxwhs@gmail.com', 'Y' );
insert into tblMember values( 25, 1,' olizrsdo4', 'HFJIrElwlLO!', '이슬현', '인천광역시 서구 옹달샘로65 304-302', '010-5142-6864', 'Y', 'olizrsdo4@gmail.com', 'Y' );
insert into tblMember values( 26, 1,' fejctbuu', 'PUJrnjzIeY^', '김민지', '경기도 이천시 옹달샘로27 401-412', '010-1788-7428', 'Y', 'fejctbuu@naver.com', 'Y' );
insert into tblMember values( 27, 1,' qmagwzkb', 'mWFmnZKYiIq6&', '장아연', '서울특별시 마포구 동대문로61 304-311', '010-5692-9191', 'Y', 'qmagwzkb@hanmail.net', 'N' );
insert into tblMember values( 28, 1,' qaqniafr1', 'agGrKyobNwP94!', '안정빈', '서울특별시 관악구 옹달샘로25 101-404', '010-6168-3937', 'Y', 'qaqniafr1@naver.com', 'Y' );
insert into tblMember values( 29, 1,' tgrldr6', 'DYDQdJBkcFZ^', '최주미', '경기도 양평군 대명로34 203-601', '010-5987-8260', 'Y', 'tgrldr6@naver.com', 'N' );
insert into tblMember values( 30, 1,' gtmylnlm', 'osCDKHqDXm!', '이세기', '인천광역시 중구 대명로53 104-111', '010-6870-7215', 'N', 'gtmylnlm@naver.com', 'Y' );
insert into tblMember values( 31, 1,' tathb', 'BOckIEWuM%', '주정원', '부산광역시 영도구 가리봉로48 303-212', '010-4315-1137', 'N', 'tathb@naver.com', 'N' );
insert into tblMember values( 32, 1,' acswqlq', 'pJaGEQsLxxy&', '홍수원', '대전광역시 동구 윤달로87 102-203', '010-5801-3069', 'N', 'acswqlq@gmail.com', 'N' );
insert into tblMember values( 33, 1,' cdbeb9', 'lwBykPEmUb94~', '이가지', '대전광역시 대덕구 동대문로10 304-511', '010-7593-1839', 'N', 'cdbeb9@naver.com', 'N' );
insert into tblMember values( 34, 1,' ykyrtmtf', 'JEHxXZTnnU', '안유인', '대전광역시 동구 연꽃로40 402-312', '010-4051-2855', 'Y', 'ykyrtmtf@naver.com', 'Y' );
insert into tblMember values( 35, 1,' uuuonjo6', 'wqxmwxbso', '박슬아', '서울특별시 용산구 옹달샘로52 102-114', '010-6260-3592', 'N', 'uuuonjo6@naver.com', 'N' );
insert into tblMember values( 36, 1,' njfggb', 'CPdHzuZSTI$', '안주인', '경기도 파주시 서문로80 102-604', '010-6376-4327', 'N', 'njfggb@naver.com', 'N' );
insert into tblMember values( 37, 1,' hbtqayxe3', 'mDJsjtKohqm%', '홍정빈', '서울특별시 송파구 가리봉로76 501-613', '010-3244-1124', 'N', 'hbtqayxe3@naver.com', 'Y' );
insert into tblMember values( 38, 1,' nuwyz', 'FaorqkGzEW*', '한수설', '경기도 오산시 동대문로45 304-414', '010-4735-9021', 'N', 'nuwyz@gmail.com', 'N' );
insert into tblMember values( 39, 1,' hixwl', 'yLxxDjiES16$', '김수아', '부산광역시 서구 주선대로34 304-204', '010-9349-4709', 'N', 'hixwl@naver.com', 'Y' );
insert into tblMember values( 40, 1,' zdkntdc', 'rtdMBpFith%', '이아현', '경기도 가평군 이차산로61 204-603', '010-3069-4372', 'N', 'zdkntdc@naver.com', 'Y' );
insert into tblMember values( 41, 1,' yjsmgpjm8', 'TqJPTbKcYzW24@', '안정인', '부산광역시 기장군 구리단로4 604-314', '010-5167-9102', 'N', 'yjsmgpjm8@gmail.com', 'Y' );
insert into tblMember values( 42, 1,' hmoke5', 'rFXtgIlck^', '서수미', '서울특별시 영등포구 옹달샘로67 104-112', '010-3409-9866', 'Y', 'hmoke5@naver.com', 'N' );
insert into tblMember values( 43, 1,' qnujt', 'xPsKAscgl$', '안슬설', '경기도 가평군 대명로60 301-112', '010-4940-6567', 'Y', 'qnujt@naver.com', 'N' );
insert into tblMember values( 44, 1,' lyrlsbt', 'EPDggqhYUi42%', '서주인', '인천광역시 강화구 이차산로43 403-202', '010-6121-6396', 'N', 'lyrlsbt@naver.com', 'Y' );
insert into tblMember values( 45, 1,' uhpia8', 'ntzzTukLN92~', '김주원', '제주특별자치도 서귀포시 옹달샘로46 301-102', '010-9360-3261', 'Y', 'uhpia8@gmail.com', 'N' );
insert into tblMember values( 46, 1,' wdeiatw', 'IurAKejRcRu@', '안유영', '인천광역시 중구 가리봉로59 201-413', '010-5231-2828', 'N', 'wdeiatw@naver.com', 'Y' );
insert into tblMember values( 47, 1,' hfebgdl', 'iilyfoPUgpd&', '최혜영', '서울특별시 용산구 연꽃로16 103-314', '010-4352-5089', 'N', 'hfebgdl@gmail.com', 'Y' );
insert into tblMember values( 48, 1,' sjrniyd', 'QkrlaaNQy', '장정영', '서울특별시 영등포구 디지털로53 201-203', '010-4058-6134', 'N', 'sjrniyd@naver.com', 'N' );
insert into tblMember values( 49, 1,' yhqexc4', 'OIOGLeuge#', '서혜설', '세종특별자치시 연꽃로77 304-202', '010-7822-5257', 'Y', 'yhqexc4@naver.com', 'N' );
insert into tblMember values( 50, 1,' xhoffskz', 'oxnZFKihLj~', '안예현', '경기도 양평군 주선대로10 104-503', '010-7920-5137', 'Y', 'xhoffskz@naver.com', 'N' );

고객추가정보
(고객번호, 양력/음력, 생년월일, 발사이즈)
insert into tblMemberInfo values( 1, '양력', '2005-05-26', 245 );
insert into tblMemberInfo values( 2, '양력', '2009-02-18', 265 );
insert into tblMemberInfo values( 3, '음력', '1982-12-21', 230 );
insert into tblMemberInfo values( 4, '양력', '1991-01-22', 240 );
insert into tblMemberInfo values( 5, '양력', '2002-08-15', 230 );
insert into tblMemberInfo values( 6, '양력', '1992-06-05', 230 );
insert into tblMemberInfo values( 10, '양력', '1999-06-06', 240 );
insert into tblMemberInfo values( 15, '양력', '1990-03-23', 245 );
insert into tblMemberInfo values( 16, '양력', '1984-05-24', 245 );
insert into tblMemberInfo values( 18, '양력', '1994-02-14', 265 );
insert into tblMemberInfo values( 19, '양력', '2000-02-21', 255 );
insert into tblMemberInfo values( 20, '양력', '1996-06-11', 235 );
insert into tblMemberInfo values( 21, '음력', '1982-06-24', 235 );
insert into tblMemberInfo values( 23, '양력', '2006-04-16', 220 );
insert into tblMemberInfo values( 24, '양력', '1985-06-02', 240 );
insert into tblMemberInfo values( 26, '양력', '1996-04-19', 230 );
insert into tblMemberInfo values( 32, '양력', '2006-03-01', 235 );
insert into tblMemberInfo values( 35, '양력', '2009-09-15', 225 );
insert into tblMemberInfo values( 36, '양력', '1996-02-05', 260 );
insert into tblMemberInfo values( 37, '양력', '1989-04-03', 240 );
insert into tblMemberInfo values( 38, '양력', '2000-10-06', 225 );
insert into tblMemberInfo values( 43, '양력', '2003-07-07', 225 );

***발사이즈에 맞는 주문내역

배송지
(배송지번호, 고객번호, 배송지명, 주소)
insert into tblAddress values( 1, 1, '집',  '부산광역시 사상구 동대문로10 401-213' );
insert into tblAddress values( 2, 1, '회사', '대전광역시 유성구 이차산로64 402-303');
insert into tblAddress values( 3, 2, '집',  '경기도 남양주시 아리로26 204-504' );
insert into tblAddress values( 4, 2, '회사', '제주특별자치도 제주시 연꽃로28 104-512');
insert into tblAddress values( 5, 3, '집',  '서울특별시 도봉구 가리봉로54 104-214' );
insert into tblAddress values( 6, 4, '집',  '인천광역시 계양구 디지털로10 503-302' );
insert into tblAddress values( 7, 4, '회사', '서울특별시 송파구 아리로38 104-214');
insert into tblAddress values( 8, 5, '집',  '서울특별시 노원구 구리단로21 401-504' );
insert into tblAddress values( 9, 5, '회사', '부산광역시 해운대구 연꽃로97 603-203');
insert into tblAddress values( 10, 6, '집',  '서울특별시 용산구 디지털로61 401-114' );
insert into tblAddress values( 11, 6, '회사', '대전광역시 유성구 옹달샘로23 202-511');
insert into tblAddress values( 12, 7, '집',  '부산광역시 사상구 가리봉로78 204-101' );
insert into tblAddress values( 13, 7, '회사', '경기도 파주시 윤달로18 503-604');
insert into tblAddress values( 14, 8, '집',  '제주특별자치도 서귀포시 윤달로74 501-203' );
insert into tblAddress values( 15, 9, '집',  '서울특별시 도봉구 주선대로68 501-101' );
insert into tblAddress values( 16, 10, '집',  '경기도 남양주시 대명로35 403-612' );
insert into tblAddress values( 17, 11, '집',  '경기도 남양주시 대학로11 504-303' );
insert into tblAddress values( 18, 12, '집',  '부산광역시 사상구 아리로80 301-203' );
insert into tblAddress values( 19, 12, '본가', '경기도 시흥시 대학로5 402-101');
insert into tblAddress values( 20, 13, '집',  '제주특별자치도 제주시 디지털로45 601-103' );
insert into tblAddress values( 21, 13, '본가', '서울특별시 도봉구 디지털로86 402-402');
insert into tblAddress values( 22, 14, '집',  '부산광역시 해운대구 가리봉로60 602-114' );
insert into tblAddress values( 23, 14, '회사', '세종특별자치시 동대문로66 402-311');
insert into tblAddress values( 24, 15, '집',  '경기도 시흥시 연꽃로75 503-103' );
insert into tblAddress values( 25, 16, '집',  '서울특별시 강남구 윤달로52 603-403' );
insert into tblAddress values( 26, 17, '집',  '경기도 오산시 서문로16 101-614' );
insert into tblAddress values( 27, 17, '회사', '서울특별시 노원구 구리단로94 103-103');
insert into tblAddress values( 28, 18, '집',  '부산광역시 해운대구 이차산로71 103-202' );
insert into tblAddress values( 29, 19, '집',  '부산광역시 사상구 연꽃로54 503-213' );
insert into tblAddress values( 30, 20, '집',  '인천광역시 중구 아리로61 402-103' );
insert into tblAddress values( 31, 21, '집',  '인천광역시 계양구 서문로63 601-102' );
insert into tblAddress values( 32, 22, '집',  '대전광역시 유성구 주선대로59 103-204' );
insert into tblAddress values( 33, 22, '본가', '대전광역시 대덕구 대명로86 204-203');
insert into tblAddress values( 34, 23, '집',  '대전광역시 서구 아리로31 204-514' );
insert into tblAddress values( 35, 23, '본가', '경기도 오산시 구리단로22 102-104');
insert into tblAddress values( 36, 24, '집',  '인천광역시 미추홀구 대학로51 302-514' );
insert into tblAddress values( 37, 25, '집',  '인천광역시 서구 옹달샘로65 304-302' );
insert into tblAddress values( 38, 25, '회사', '서울특별시 영등포구 옹달샘로86 602-502');
insert into tblAddress values( 39, 26, '집',  '경기도 이천시 옹달샘로27 401-412' );
insert into tblAddress values( 40, 27, '집',  '서울특별시 마포구 동대문로61 304-311' );
insert into tblAddress values( 41, 27, '회사', '서울특별시 용산구 이차산로60 504-213');
insert into tblAddress values( 42, 28, '집',  '서울특별시 관악구 옹달샘로25 101-404' );
insert into tblAddress values( 43, 28, '회사', '경기도 오산시 대명로80 302-101');
insert into tblAddress values( 44, 29, '집',  '경기도 양평군 대명로34 203-601' );
insert into tblAddress values( 45, 30, '집',  '인천광역시 중구 대명로53 104-111' );
insert into tblAddress values( 46, 31, '집',  '부산광역시 영도구 가리봉로48 303-212' );
insert into tblAddress values( 47, 31, '회사', '부산광역시 사상구 주선대로88 303-114');
insert into tblAddress values( 48, 32, '집',  '대전광역시 동구 윤달로87 102-203' );
insert into tblAddress values( 49, 33, '집',  '대전광역시 대덕구 동대문로10 304-511' );
insert into tblAddress values( 50, 33, '회사', '대전광역시 서구 아리로19 404-301');
insert into tblAddress values( 51, 33, '본가', '서울특별시 은평구 디지털로63 302-313');
insert into tblAddress values( 52, 34, '집',  '대전광역시 동구 연꽃로40 402-312' );
insert into tblAddress values( 53, 34, '회사', '서울특별시 관악구 주선대로66 102-214');
insert into tblAddress values( 54, 35, '집',  '서울특별시 용산구 옹달샘로52 102-114' );
insert into tblAddress values( 55, 36, '집',  '경기도 파주시 서문로80 102-604' );
insert into tblAddress values( 56, 37, '집',  '서울특별시 송파구 가리봉로76 501-613' );
insert into tblAddress values( 57, 38, '집',  '경기도 오산시 동대문로45 304-414' );
insert into tblAddress values( 58, 38, '본가', '부산광역시 중구 대명로7 404-401');
insert into tblAddress values( 59, 39, '집',  '부산광역시 서구 주선대로34 304-204' );
insert into tblAddress values( 60, 40, '집',  '경기도 가평군 이차산로61 204-603' );
insert into tblAddress values( 61, 41, '집',  '부산광역시 기장군 구리단로4 604-314' );
insert into tblAddress values( 62, 42, '집',  '서울특별시 영등포구 옹달샘로67 104-112' );
insert into tblAddress values( 63, 43, '집',  '경기도 가평군 대명로60 301-112' );
insert into tblAddress values( 64, 43, '회사', '인천광역시 서구 디지털로22 401-604');
insert into tblAddress values( 65, 43, '본가', '인천광역시 계양구 이차산로26 203-512');
insert into tblAddress values( 66, 44, '집',  '인천광역시 강화구 이차산로43 403-202' );
insert into tblAddress values( 67, 44, '회사', '부산광역시 사상구 윤달로31 602-502');
insert into tblAddress values( 68, 45, '집',  '제주특별자치도 서귀포시 옹달샘로46 301-102' );
insert into tblAddress values( 69, 46, '집',  '인천광역시 중구 가리봉로59 201-413' );
insert into tblAddress values( 70, 46, '본가', '인천광역시 강화구 연꽃로72 504-603');
insert into tblAddress values( 71, 47, '집',  '서울특별시 용산구 연꽃로16 103-314' );
insert into tblAddress values( 72, 47, '회사', '대전광역시 대덕구 가리봉로71 402-312');
insert into tblAddress values( 73, 48, '집',  '서울특별시 영등포구 디지털로53 201-203' );
insert into tblAddress values( 74, 48, '회사', '경기도 가평군 동대문로73 401-214');
insert into tblAddress values( 75, 48, '본가', '서울특별시 마포구 옹달샘로98 304-312');
insert into tblAddress values( 76, 49, '집',  '세종특별자치시 연꽃로77 304-202' );
insert into tblAddress values( 77, 49, '본가', '부산광역시 기장군 디지털로13 101-113');
insert into tblAddress values( 78, 50, '집',  '경기도 양평군 주선대로10 104-503' );




회원등급
(등급번호, 등급이름, 적립비율)
insert into tblGrade values( 1, '일반', 0.03 );
insert into tblGrade values( 2, 'VIP', 0.07 );
insert into tblGrade values( 3, 'VVIP', 0.1 );



그외
*** 제주도 배송비, 5만원이상 배송비무료

상품카테고리
(카테고리번호, 카테고리이름)
insert into tblCategory values( 1, '스니커즈' );
insert into tblCategory values( 2, '힐' );
insert into tblCategory values( 3, '워커' );
insert into tblCategory values( 4, '샌들' );
insert into tblCategory values( 5, '슬리퍼' );


상품소재
(소재번호, 소재이름)
insert into tblMaterial values( 1, '캔버스' );
insert into tblMaterial values( 2, '스웨이드' );
insert into tblMaterial values( 3, '에나멜' );
insert into tblMaterial values( 4, '합성피혁' );
insert into tblMaterial values( 5, '천연가죽' );

상품색상
(색상번호, 색상이름)
insert into tblColor values( 1, '화이트' );
insert into tblColor values( 2, '아이보리' );
insert into tblColor values( 3, '베이지' );
insert into tblColor values( 4, '레드' );
insert into tblColor values( 5, '레드오렌지' );
insert into tblColor values( 6, '오렌지' );
insert into tblColor values( 7, '옐로우' );
insert into tblColor values( 8, '라임' );
insert into tblColor values( 9, '머스타드' );
insert into tblColor values( 10, '그레이' );
insert into tblColor values( 11, '핑크' );
insert into tblColor values( 12, '핫핑크' );
insert into tblColor values( 13, '와인' );
insert into tblColor values( 14, '라벤더' );
insert into tblColor values( 15, '퍼플' );
insert into tblColor values( 16, '그린' );
insert into tblColor values( 17, '민트' );
insert into tblColor values( 18, '스카이블루' );
insert into tblColor values( 19, '블루' );
insert into tblColor values( 20, '네이비' );
insert into tblColor values( 21, '브라운' );
